Date,DishID,Vegetarian,Price,QuantitySold,DayOfWeek,Occasion
28-06-2022,6,Yes,350,29,Tuesday,None
28-06-2022,7,No,400,6,Tuesday,None
28-06-2022,8,Yes,450,16,Tuesday,None
28-06-2022,9,No,500,9,Tuesday,None
28-06-2022,10,Yes,550,27,Tuesday,None
29-06-2022,1,No,100,14,Wednesday,None
29-06-2022,2,Yes,150,22,Wednesday,None
29-06-2022,3,No,200,0,Wednesday,None
29-06-2022,4,Yes,250,9,Wednesday,None
29-06-2022,5,No,300,14,Wednesday,None
29-06-2022,6,Yes,350,21,Wednesday,None
29-06-2022,7,No,400,9,Wednesday,None
29-06-2022,8,Yes,450,6,Wednesday,None
29-06-2022,9,No,500,4,Wednesday,None
29-06-2022,10,Yes,550,5,Wednesday,None
30-06-2022,1,No,100,16,Thursday,None
30-06-2022,2,Yes,150,25,Thursday,None
30-06-2022,3,No,200,21,Thursday,None
30-06-2022,4,Yes,250,16,Thursday,None
30-06-2022,5,No,300,1,Thursday,None
30-06-2022,6,Yes,350,8,Thursday,None
30-06-2022,7,No,400,13,Thursday,None
30-06-2022,8,Yes,450,23,Thursday,None
30-06-2022,9,No,500,5,Thursday,None
30-06-2022,10,Yes,550,18,Thursday,None
01-07-2022,1,No,100,25,Friday,None
01-07-2022,2,Yes,150,8,Friday,None
01-07-2022,3,No,200,25,Friday,None
01-07-2022,4,Yes,250,14,Friday,None
01-07-2022,5,No,300,27,Friday,None
01-07-2022,6,Yes,350,21,Friday,None
01-07-2022,7,No,400,12,Friday,None
01-07-2022,8,Yes,450,24,Friday,None
01-07-2022,9,No,500,23,Friday,None
01-07-2022,10,Yes,550,4,Friday,None
02-07-2022,1,No,100,3,Saturday,None
02-07-2022,2,Yes,150,12,Saturday,None
02-07-2022,3,No,200,14,Saturday,None
02-07-2022,4,Yes,250,6,Saturday,None
02-07-2022,5,No,300,12,Saturday,None
02-07-2022,6,Yes,350,25,Saturday,None
02-07-2022,7,No,400,18,Saturday,None
02-07-2022,8,Yes,450,15,Saturday,None
02-07-2022,9,No,500,5,Saturday,None
02-07-2022,10,Yes,550,18,Saturday,None
03-07-2022,1,No,100,28,Sunday,None
03-07-2022,2,Yes,150,3,Sunday,None
03-07-2022,3,No,200,14,Sunday,None
03-07-2022,4,Yes,250,28,Sunday,None
03-07-2022,5,No,300,29,Sunday,None
03-07-2022,6,Yes,350,7,Sunday,None
03-07-2022,7,No,400,12,Sunday,None
03-07-2022,8,Yes,450,17,Sunday,None
03-07-2022,9,No,500,2,Sunday,None
03-07-2022,10,Yes,550,29,Sunday,None
04-07-2022,1,No,100,13,Monday,None
04-07-2022,2,Yes,150,3,Monday,None
04-07-2022,3,No,200,11,Monday,None
04-07-2022,4,Yes,250,16,Monday,None
04-07-2022,5,No,300,22,Monday,None
04-07-2022,6,Yes,350,24,Monday,None
04-07-2022,7,No,400,20,Monday,None
04-07-2022,8,Yes,450,0,Monday,None
04-07-2022,9,No,500,3,Monday,None
04-07-2022,10,Yes,550,27,Monday,None
05-07-2022,1,No,100,17,Tuesday,None
05-07-2022,2,Yes,150,9,Tuesday,None
05-07-2022,3,No,200,13,Tuesday,None
05-07-2022,4,Yes,250,8,Tuesday,None
05-07-2022,5,No,300,12,Tuesday,None
05-07-2022,6,Yes,350,24,Tuesday,None
05-07-2022,7,No,400,21,Tuesday,None
05-07-2022,8,Yes,450,20,Tuesday,None
05-07-2022,9,No,500,8,Tuesday,None
05-07-2022,10,Yes,550,17,Tuesday,None
06-07-2022,1,No,100,13,Wednesday,None
06-07-2022,2,Yes,150,10,Wednesday,None
06-07-2022,3,No,200,6,Wednesday,None
06-07-2022,4,Yes,250,5,Wednesday,None
06-07-2022,5,No,300,21,Wednesday,None
06-07-2022,6,Yes,350,1,Wednesday,None
06-07-2022,7,No,400,13,Wednesday,None
06-07-2022,8,Yes,450,2,Wednesday,None
06-07-2022,9,No,500,23,Wednesday,None
06-07-2022,10,Yes,550,4,Wednesday,None
07-07-2022,1,No,100,17,Thursday,None
07-07-2022,2,Yes,150,18,Thursday,None
07-07-2022,3,No,200,8,Thursday,None
07-07-2022,4,Yes,250,1,Thursday,None
07-07-2022,5,No,300,14,Thursday,None
07-07-2022,6,Yes,350,16,Thursday,None
07-07-2022,7,No,400,7,Thursday,None
07-07-2022,8,Yes,450,19,Thursday,None
07-07-2022,9,No,500,24,Thursday,None
07-07-2022,10,Yes,550,17,Thursday,None
08-07-2022,1,No,100,14,Friday,None
08-07-2022,2,Yes,150,20,Friday,None
08-07-2022,3,No,200,15,Friday,None
08-07-2022,4,Yes,250,17,Friday,None
08-07-2022,5,No,300,10,Friday,None
08-07-2022,6,Yes,350,1,Friday,None
08-07-2022,7,No,400,24,Friday,None
08-07-2022,8,Yes,450,19,Friday,None
08-07-2022,9,No,500,17,Friday,None
08-07-2022,10,Yes,550,9,Friday,None
09-07-2022,1,No,100,7,Saturday,Eid al-Adha* (*estimated)
09-07-2022,2,Yes,150,22,Saturday,Eid al-Adha* (*estimated)
09-07-2022,3,No,200,18,Saturday,Eid al-Adha* (*estimated)
09-07-2022,4,Yes,250,26,Saturday,Eid al-Adha* (*estimated)
09-07-2022,5,No,300,20,Saturday,Eid al-Adha* (*estimated)
09-07-2022,6,Yes,350,8,Saturday,Eid al-Adha* (*estimated)
09-07-2022,7,No,400,23,Saturday,Eid al-Adha* (*estimated)
09-07-2022,8,Yes,450,13,Saturday,Eid al-Adha* (*estimated)
09-07-2022,9,No,500,28,Saturday,Eid al-Adha* (*estimated)
09-07-2022,10,Yes,550,22,Saturday,Eid al-Adha* (*estimated)
10-07-2022,1,No,100,3,Sunday,Eid al-Adha* (*estimated)
10-07-2022,2,Yes,150,13,Sunday,Eid al-Adha* (*estimated)
10-07-2022,3,No,200,14,Sunday,Eid al-Adha* (*estimated)
10-07-2022,4,Yes,250,26,Sunday,Eid al-Adha* (*estimated)
10-07-2022,5,No,300,4,Sunday,Eid al-Adha* (*estimated)
10-07-2022,6,Yes,350,28,Sunday,Eid al-Adha* (*estimated)
10-07-2022,7,No,400,18,Sunday,Eid al-Adha* (*estimated)
10-07-2022,8,Yes,450,25,Sunday,Eid al-Adha* (*estimated)
10-07-2022,9,No,500,26,Sunday,Eid al-Adha* (*estimated)
10-07-2022,10,Yes,550,4,Sunday,Eid al-Adha* (*estimated)
11-07-2022,1,No,100,3,Monday,None
11-07-2022,2,Yes,150,3,Monday,None
11-07-2022,3,No,200,19,Monday,None
11-07-2022,4,Yes,250,9,Monday,None
11-07-2022,5,No,300,18,Monday,None
11-07-2022,6,Yes,350,5,Monday,None
11-07-2022,7,No,400,7,Monday,None
11-07-2022,8,Yes,450,17,Monday,None
11-07-2022,9,No,500,28,Monday,None
11-07-2022,10,Yes,550,8,Monday,None
12-07-2022,1,No,100,7,Tuesday,None
12-07-2022,2,Yes,150,16,Tuesday,None
12-07-2022,3,No,200,7,Tuesday,None
12-07-2022,4,Yes,250,5,Tuesday,None
12-07-2022,5,No,300,11,Tuesday,None
12-07-2022,6,Yes,350,5,Tuesday,None
12-07-2022,7,No,400,7,Tuesday,None
12-07-2022,8,Yes,450,20,Tuesday,None
12-07-2022,9,No,500,4,Tuesday,None
12-07-2022,10,Yes,550,26,Tuesday,None
13-07-2022,1,No,100,21,Wednesday,None
13-07-2022,2,Yes,150,3,Wednesday,None
13-07-2022,3,No,200,13,Wednesday,None
13-07-2022,4,Yes,250,19,Wednesday,None
13-07-2022,5,No,300,8,Wednesday,None
13-07-2022,6,Yes,350,18,Wednesday,None
13-07-2022,7,No,400,23,Wednesday,None
13-07-2022,8,Yes,450,17,Wednesday,None
13-07-2022,9,No,500,28,Wednesday,None
13-07-2022,10,Yes,550,28,Wednesday,None
14-07-2022,1,No,100,21,Thursday,None
14-07-2022,2,Yes,150,20,Thursday,None
14-07-2022,3,No,200,6,Thursday,None
14-07-2022,4,Yes,250,17,Thursday,None
14-07-2022,5,No,300,0,Thursday,None
14-07-2022,6,Yes,350,9,Thursday,None
14-07-2022,7,No,400,25,Thursday,None
14-07-2022,8,Yes,450,1,Thursday,None
14-07-2022,9,No,500,19,Thursday,None
14-07-2022,10,Yes,550,13,Thursday,None
15-07-2022,1,No,100,15,Friday,None
15-07-2022,2,Yes,150,6,Friday,None
15-07-2022,3,No,200,0,Friday,None
15-07-2022,4,Yes,250,23,Friday,None
15-07-2022,5,No,300,5,Friday,None
15-07-2022,6,Yes,350,17,Friday,None
15-07-2022,7,No,400,18,Friday,None
15-07-2022,8,Yes,450,1,Friday,None
15-07-2022,9,No,500,14,Friday,None
15-07-2022,10,Yes,550,22,Friday,None
16-07-2022,1,No,100,18,Saturday,None
16-07-2022,2,Yes,150,18,Saturday,None
16-07-2022,3,No,200,21,Saturday,None
16-07-2022,4,Yes,250,6,Saturday,None
16-07-2022,5,No,300,14,Saturday,None
16-07-2022,6,Yes,350,13,Saturday,None
16-07-2022,7,No,400,1,Saturday,None
16-07-2022,8,Yes,450,5,Saturday,None
16-07-2022,9,No,500,3,Saturday,None
16-07-2022,10,Yes,550,8,Saturday,None
17-07-2022,1,No,100,27,Sunday,None
17-07-2022,2,Yes,150,25,Sunday,None
17-07-2022,3,No,200,24,Sunday,None
17-07-2022,4,Yes,250,12,Sunday,None
17-07-2022,5,No,300,22,Sunday,None
17-07-2022,6,Yes,350,18,Sunday,None
17-07-2022,7,No,400,12,Sunday,None
17-07-2022,8,Yes,450,23,Sunday,None
17-07-2022,9,No,500,14,Sunday,None
17-07-2022,10,Yes,550,11,Sunday,None
18-07-2022,1,No,100,10,Monday,None
18-07-2022,2,Yes,150,25,Monday,None
18-07-2022,3,No,200,13,Monday,None
18-07-2022,4,Yes,250,23,Monday,None
18-07-2022,5,No,300,1,Monday,None
18-07-2022,6,Yes,350,19,Monday,None
18-07-2022,7,No,400,19,Monday,None
18-07-2022,8,Yes,450,0,Monday,None
18-07-2022,9,No,500,27,Monday,None
18-07-2022,10,Yes,550,13,Monday,None
19-07-2022,1,No,100,8,Tuesday,None
19-07-2022,2,Yes,150,4,Tuesday,None
19-07-2022,3,No,200,12,Tuesday,None
19-07-2022,4,Yes,250,24,Tuesday,None
19-07-2022,5,No,300,24,Tuesday,None
19-07-2022,6,Yes,350,14,Tuesday,None
19-07-2022,7,No,400,21,Tuesday,None
19-07-2022,8,Yes,450,3,Tuesday,None
19-07-2022,9,No,500,28,Tuesday,None
19-07-2022,10,Yes,550,3,Tuesday,None
20-07-2022,1,No,100,20,Wednesday,None
20-07-2022,2,Yes,150,4,Wednesday,None
20-07-2022,3,No,200,0,Wednesday,None
20-07-2022,4,Yes,250,19,Wednesday,None
20-07-2022,5,No,300,24,Wednesday,None
20-07-2022,6,Yes,350,2,Wednesday,None
20-07-2022,7,No,400,4,Wednesday,None
20-07-2022,8,Yes,450,8,Wednesday,None
20-07-2022,9,No,500,19,Wednesday,None
20-07-2022,10,Yes,550,14,Wednesday,None
21-07-2022,1,No,100,6,Thursday,None
21-07-2022,2,Yes,150,14,Thursday,None
21-07-2022,3,No,200,14,Thursday,None
21-07-2022,4,Yes,250,8,Thursday,None
21-07-2022,5,No,300,20,Thursday,None
21-07-2022,6,Yes,350,27,Thursday,None
21-07-2022,7,No,400,0,Thursday,None
21-07-2022,8,Yes,450,12,Thursday,None
21-07-2022,9,No,500,29,Thursday,None
21-07-2022,10,Yes,550,9,Thursday,None
22-07-2022,1,No,100,0,Friday,None
22-07-2022,2,Yes,150,14,Friday,None
22-07-2022,3,No,200,26,Friday,None
22-07-2022,4,Yes,250,16,Friday,None
22-07-2022,5,No,300,6,Friday,None
22-07-2022,6,Yes,350,6,Friday,None
22-07-2022,7,No,400,17,Friday,None
22-07-2022,8,Yes,450,19,Friday,None
22-07-2022,9,No,500,6,Friday,None
22-07-2022,10,Yes,550,26,Friday,None
23-07-2022,1,No,100,15,Saturday,None
23-07-2022,2,Yes,150,14,Saturday,None
23-07-2022,3,No,200,7,Saturday,None
23-07-2022,4,Yes,250,26,Saturday,None
23-07-2022,5,No,300,21,Saturday,None
23-07-2022,6,Yes,350,5,Saturday,None
23-07-2022,7,No,400,6,Saturday,None
23-07-2022,8,Yes,450,24,Saturday,None
23-07-2022,9,No,500,6,Saturday,None
23-07-2022,10,Yes,550,18,Saturday,None
24-07-2022,1,No,100,8,Sunday,None
24-07-2022,2,Yes,150,26,Sunday,None
24-07-2022,3,No,200,13,Sunday,None
24-07-2022,4,Yes,250,12,Sunday,None
24-07-2022,5,No,300,15,Sunday,None
24-07-2022,6,Yes,350,12,Sunday,None
24-07-2022,7,No,400,8,Sunday,None
24-07-2022,8,Yes,450,4,Sunday,None
24-07-2022,9,No,500,24,Sunday,None
24-07-2022,10,Yes,550,5,Sunday,None
25-07-2022,1,No,100,9,Monday,None
25-07-2022,2,Yes,150,23,Monday,None
25-07-2022,3,No,200,7,Monday,None
25-07-2022,4,Yes,250,0,Monday,None
25-07-2022,5,No,300,10,Monday,None
25-07-2022,6,Yes,350,0,Monday,None
25-07-2022,7,No,400,4,Monday,None
25-07-2022,8,Yes,450,3,Monday,None
25-07-2022,9,No,500,8,Monday,None
25-07-2022,10,Yes,550,5,Monday,None
26-07-2022,1,No,100,9,Tuesday,None
26-07-2022,2,Yes,150,4,Tuesday,None
26-07-2022,3,No,200,17,Tuesday,None
26-07-2022,4,Yes,250,16,Tuesday,None
26-07-2022,5,No,300,8,Tuesday,None
26-07-2022,6,Yes,350,15,Tuesday,None
26-07-2022,7,No,400,4,Tuesday,None
26-07-2022,8,Yes,450,24,Tuesday,None
26-07-2022,9,No,500,11,Tuesday,None
26-07-2022,10,Yes,550,13,Tuesday,None
27-07-2022,1,No,100,28,Wednesday,None
27-07-2022,2,Yes,150,19,Wednesday,None
27-07-2022,3,No,200,26,Wednesday,None
27-07-2022,4,Yes,250,11,Wednesday,None
27-07-2022,5,No,300,27,Wednesday,None
27-07-2022,6,Yes,350,18,Wednesday,None
27-07-2022,7,No,400,21,Wednesday,None
27-07-2022,8,Yes,450,3,Wednesday,None
27-07-2022,9,No,500,16,Wednesday,None
27-07-2022,10,Yes,550,3,Wednesday,None
28-07-2022,1,No,100,21,Thursday,None
28-07-2022,2,Yes,150,24,Thursday,None
28-07-2022,3,No,200,15,Thursday,None
28-07-2022,4,Yes,250,21,Thursday,None
28-07-2022,5,No,300,12,Thursday,None
28-07-2022,6,Yes,350,22,Thursday,None
28-07-2022,7,No,400,28,Thursday,None
28-07-2022,8,Yes,450,7,Thursday,None
28-07-2022,9,No,500,9,Thursday,None
28-07-2022,10,Yes,550,23,Thursday,None
29-07-2022,1,No,100,7,Friday,None
29-07-2022,2,Yes,150,2,Friday,None
29-07-2022,3,No,200,28,Friday,None
29-07-2022,4,Yes,250,27,Friday,None
29-07-2022,5,No,300,4,Friday,None
29-07-2022,6,Yes,350,0,Friday,None
29-07-2022,7,No,400,21,Friday,None
29-07-2022,8,Yes,450,21,Friday,None
29-07-2022,9,No,500,6,Friday,None
29-07-2022,10,Yes,550,16,Friday,None
30-07-2022,1,No,100,15,Saturday,None
30-07-2022,2,Yes,150,27,Saturday,None
30-07-2022,3,No,200,13,Saturday,None
30-07-2022,4,Yes,250,7,Saturday,None
30-07-2022,5,No,300,29,Saturday,None
30-07-2022,6,Yes,350,25,Saturday,None
30-07-2022,7,No,400,11,Saturday,None
30-07-2022,8,Yes,450,18,Saturday,None
30-07-2022,9,No,500,29,Saturday,None
30-07-2022,10,Yes,550,26,Saturday,None
31-07-2022,1,No,100,25,Sunday,None
31-07-2022,2,Yes,150,1,Sunday,None
31-07-2022,3,No,200,22,Sunday,None
31-07-2022,4,Yes,250,29,Sunday,None
31-07-2022,5,No,300,4,Sunday,None
31-07-2022,6,Yes,350,9,Sunday,None
31-07-2022,7,No,400,4,Sunday,None
31-07-2022,8,Yes,450,26,Sunday,None
31-07-2022,9,No,500,16,Sunday,None
31-07-2022,10,Yes,550,24,Sunday,None
01-08-2022,1,No,100,11,Monday,None
01-08-2022,2,Yes,150,18,Monday,None
01-08-2022,3,No,200,21,Monday,None
01-08-2022,4,Yes,250,26,Monday,None
01-08-2022,5,No,300,28,Monday,None
01-08-2022,6,Yes,350,21,Monday,None
01-08-2022,7,No,400,20,Monday,None
01-08-2022,8,Yes,450,19,Monday,None
01-08-2022,9,No,500,5,Monday,None
01-08-2022,10,Yes,550,25,Monday,None
02-08-2022,1,No,100,11,Tuesday,None
02-08-2022,2,Yes,150,13,Tuesday,None
02-08-2022,3,No,200,29,Tuesday,None
02-08-2022,4,Yes,250,8,Tuesday,None
02-08-2022,5,No,300,7,Tuesday,None
02-08-2022,6,Yes,350,27,Tuesday,None
02-08-2022,7,No,400,27,Tuesday,None
02-08-2022,8,Yes,450,18,Tuesday,None
02-08-2022,9,No,500,0,Tuesday,None
02-08-2022,10,Yes,550,25,Tuesday,None
03-08-2022,1,No,100,21,Wednesday,None
03-08-2022,2,Yes,150,16,Wednesday,None
03-08-2022,3,No,200,15,Wednesday,None
03-08-2022,4,Yes,250,12,Wednesday,None
03-08-2022,5,No,300,0,Wednesday,None
03-08-2022,6,Yes,350,2,Wednesday,None
03-08-2022,7,No,400,0,Wednesday,None
03-08-2022,8,Yes,450,13,Wednesday,None
03-08-2022,9,No,500,6,Wednesday,None
03-08-2022,10,Yes,550,24,Wednesday,None
04-08-2022,1,No,100,16,Thursday,None
04-08-2022,2,Yes,150,27,Thursday,None
04-08-2022,3,No,200,21,Thursday,None
04-08-2022,4,Yes,250,5,Thursday,None
04-08-2022,5,No,300,5,Thursday,None
04-08-2022,6,Yes,350,2,Thursday,None
04-08-2022,7,No,400,1,Thursday,None
04-08-2022,8,Yes,450,0,Thursday,None
04-08-2022,9,No,500,16,Thursday,None
04-08-2022,10,Yes,550,20,Thursday,None
05-08-2022,1,No,100,25,Friday,None
05-08-2022,2,Yes,150,3,Friday,None
05-08-2022,3,No,200,20,Friday,None
05-08-2022,4,Yes,250,0,Friday,None
05-08-2022,5,No,300,12,Friday,None
05-08-2022,6,Yes,350,5,Friday,None
05-08-2022,7,No,400,6,Friday,None
05-08-2022,8,Yes,450,23,Friday,None
05-08-2022,9,No,500,9,Friday,None
05-08-2022,10,Yes,550,3,Friday,None
06-08-2022,1,No,100,28,Saturday,None
06-08-2022,2,Yes,150,8,Saturday,None
06-08-2022,3,No,200,24,Saturday,None
06-08-2022,4,Yes,250,19,Saturday,None
06-08-2022,5,No,300,1,Saturday,None
06-08-2022,6,Yes,350,22,Saturday,None
06-08-2022,7,No,400,27,Saturday,None
06-08-2022,8,Yes,450,3,Saturday,None
06-08-2022,9,No,500,13,Saturday,None
06-08-2022,10,Yes,550,8,Saturday,None
07-08-2022,1,No,100,14,Sunday,None
07-08-2022,2,Yes,150,11,Sunday,None
07-08-2022,3,No,200,1,Sunday,None
07-08-2022,4,Yes,250,20,Sunday,None
07-08-2022,5,No,300,21,Sunday,None
07-08-2022,6,Yes,350,21,Sunday,None
07-08-2022,7,No,400,8,Sunday,None
07-08-2022,8,Yes,450,15,Sunday,None
07-08-2022,9,No,500,14,Sunday,None
07-08-2022,10,Yes,550,15,Sunday,None
08-08-2022,1,No,100,27,Monday,Day of Ashura* (*estimated)
08-08-2022,2,Yes,150,27,Monday,Day of Ashura* (*estimated)
08-08-2022,3,No,200,18,Monday,Day of Ashura* (*estimated)
08-08-2022,4,Yes,250,23,Monday,Day of Ashura* (*estimated)
08-08-2022,5,No,300,25,Monday,Day of Ashura* (*estimated)
08-08-2022,6,Yes,350,12,Monday,Day of Ashura* (*estimated)
08-08-2022,7,No,400,10,Monday,Day of Ashura* (*estimated)
08-08-2022,8,Yes,450,27,Monday,Day of Ashura* (*estimated)
08-08-2022,9,No,500,8,Monday,Day of Ashura* (*estimated)
08-08-2022,10,Yes,550,1,Monday,Day of Ashura* (*estimated)
09-08-2022,1,No,100,7,Tuesday,None
09-08-2022,2,Yes,150,29,Tuesday,None
09-08-2022,3,No,200,11,Tuesday,None
09-08-2022,4,Yes,250,6,Tuesday,None
09-08-2022,5,No,300,23,Tuesday,None
09-08-2022,6,Yes,350,20,Tuesday,None
09-08-2022,7,No,400,24,Tuesday,None
09-08-2022,8,Yes,450,11,Tuesday,None
09-08-2022,9,No,500,4,Tuesday,None
09-08-2022,10,Yes,550,3,Tuesday,None
10-08-2022,1,No,100,13,Wednesday,None
10-08-2022,2,Yes,150,12,Wednesday,None
10-08-2022,3,No,200,17,Wednesday,None
10-08-2022,4,Yes,250,24,Wednesday,None
10-08-2022,5,No,300,13,Wednesday,None
10-08-2022,6,Yes,350,11,Wednesday,None
10-08-2022,7,No,400,19,Wednesday,None
10-08-2022,8,Yes,450,4,Wednesday,None
10-08-2022,9,No,500,8,Wednesday,None
10-08-2022,10,Yes,550,1,Wednesday,None
11-08-2022,1,No,100,7,Thursday,None
11-08-2022,2,Yes,150,4,Thursday,None
11-08-2022,3,No,200,2,Thursday,None
11-08-2022,4,Yes,250,8,Thursday,None
11-08-2022,5,No,300,3,Thursday,None
11-08-2022,6,Yes,350,15,Thursday,None
11-08-2022,7,No,400,20,Thursday,None
11-08-2022,8,Yes,450,20,Thursday,None
11-08-2022,9,No,500,0,Thursday,None
11-08-2022,10,Yes,550,14,Thursday,None
12-08-2022,1,No,100,11,Friday,None
12-08-2022,2,Yes,150,19,Friday,None
12-08-2022,3,No,200,24,Friday,None
12-08-2022,4,Yes,250,16,Friday,None
12-08-2022,5,No,300,13,Friday,None
12-08-2022,6,Yes,350,21,Friday,None
12-08-2022,7,No,400,19,Friday,None
12-08-2022,8,Yes,450,28,Friday,None
12-08-2022,9,No,500,23,Friday,None
12-08-2022,10,Yes,550,5,Friday,None
13-08-2022,1,No,100,28,Saturday,None
13-08-2022,2,Yes,150,18,Saturday,None
13-08-2022,3,No,200,25,Saturday,None
13-08-2022,4,Yes,250,21,Saturday,None
13-08-2022,5,No,300,11,Saturday,None
13-08-2022,6,Yes,350,16,Saturday,None
13-08-2022,7,No,400,12,Saturday,None
13-08-2022,8,Yes,450,11,Saturday,None
13-08-2022,9,No,500,7,Saturday,None
13-08-2022,10,Yes,550,26,Saturday,None
14-08-2022,1,No,100,22,Sunday,None
14-08-2022,2,Yes,150,29,Sunday,None
14-08-2022,3,No,200,25,Sunday,None
14-08-2022,4,Yes,250,18,Sunday,None
14-08-2022,5,No,300,9,Sunday,None
14-08-2022,6,Yes,350,24,Sunday,None
14-08-2022,7,No,400,22,Sunday,None
14-08-2022,8,Yes,450,25,Sunday,None
14-08-2022,9,No,500,3,Sunday,None
14-08-2022,10,Yes,550,1,Sunday,None
15-08-2022,1,No,100,9,Monday,Independence Day
15-08-2022,2,Yes,150,6,Monday,Independence Day
15-08-2022,3,No,200,26,Monday,Independence Day
15-08-2022,4,Yes,250,27,Monday,Independence Day
15-08-2022,5,No,300,28,Monday,Independence Day
15-08-2022,6,Yes,350,8,Monday,Independence Day
15-08-2022,7,No,400,16,Monday,Independence Day
15-08-2022,8,Yes,450,19,Monday,Independence Day
15-08-2022,9,No,500,2,Monday,Independence Day
15-08-2022,10,Yes,550,7,Monday,Independence Day
16-08-2022,1,No,100,17,Tuesday,None
16-08-2022,2,Yes,150,20,Tuesday,None
16-08-2022,3,No,200,8,Tuesday,None
16-08-2022,4,Yes,250,21,Tuesday,None
16-08-2022,5,No,300,12,Tuesday,None
16-08-2022,6,Yes,350,10,Tuesday,None
16-08-2022,7,No,400,24,Tuesday,None
16-08-2022,8,Yes,450,28,Tuesday,None
16-08-2022,9,No,500,2,Tuesday,None
16-08-2022,10,Yes,550,23,Tuesday,None
17-08-2022,1,No,100,18,Wednesday,None
17-08-2022,2,Yes,150,28,Wednesday,None
17-08-2022,3,No,200,8,Wednesday,None
17-08-2022,4,Yes,250,14,Wednesday,None
17-08-2022,5,No,300,17,Wednesday,None
17-08-2022,6,Yes,350,15,Wednesday,None
17-08-2022,7,No,400,12,Wednesday,None
17-08-2022,8,Yes,450,26,Wednesday,None
17-08-2022,9,No,500,0,Wednesday,None
17-08-2022,10,Yes,550,12,Wednesday,None
18-08-2022,1,No,100,21,Thursday,None
18-08-2022,2,Yes,150,23,Thursday,None
18-08-2022,3,No,200,16,Thursday,None
18-08-2022,4,Yes,250,28,Thursday,None
18-08-2022,5,No,300,27,Thursday,None
18-08-2022,6,Yes,350,19,Thursday,None
18-08-2022,7,No,400,3,Thursday,None
18-08-2022,8,Yes,450,26,Thursday,None
18-08-2022,9,No,500,29,Thursday,None
18-08-2022,10,Yes,550,25,Thursday,None
19-08-2022,1,No,100,20,Friday,None
19-08-2022,2,Yes,150,3,Friday,None
19-08-2022,3,No,200,22,Friday,None
19-08-2022,4,Yes,250,5,Friday,None
19-08-2022,5,No,300,2,Friday,None
19-08-2022,6,Yes,350,3,Friday,None
19-08-2022,7,No,400,11,Friday,None
19-08-2022,8,Yes,450,14,Friday,None
19-08-2022,9,No,500,7,Friday,None
19-08-2022,10,Yes,550,21,Friday,None
20-08-2022,1,No,100,26,Saturday,None
20-08-2022,2,Yes,150,26,Saturday,None
20-08-2022,3,No,200,5,Saturday,None
20-08-2022,4,Yes,250,10,Saturday,None
20-08-2022,5,No,300,8,Saturday,None
20-08-2022,6,Yes,350,14,Saturday,None
20-08-2022,7,No,400,15,Saturday,None
20-08-2022,8,Yes,450,19,Saturday,None
20-08-2022,9,No,500,21,Saturday,None
20-08-2022,10,Yes,550,29,Saturday,None
21-08-2022,1,No,100,17,Sunday,None
21-08-2022,2,Yes,150,3,Sunday,None
21-08-2022,3,No,200,25,Sunday,None
21-08-2022,4,Yes,250,14,Sunday,None
21-08-2022,5,No,300,14,Sunday,None
21-08-2022,6,Yes,350,4,Sunday,None
21-08-2022,7,No,400,24,Sunday,None
21-08-2022,8,Yes,450,19,Sunday,None
21-08-2022,9,No,500,28,Sunday,None
21-08-2022,10,Yes,550,18,Sunday,None
22-08-2022,1,No,100,11,Monday,None
22-08-2022,2,Yes,150,24,Monday,None
22-08-2022,3,No,200,25,Monday,None
22-08-2022,4,Yes,250,23,Monday,None
22-08-2022,5,No,300,15,Monday,None
22-08-2022,6,Yes,350,8,Monday,None
22-08-2022,7,No,400,5,Monday,None
22-08-2022,8,Yes,450,22,Monday,None
22-08-2022,9,No,500,24,Monday,None
22-08-2022,10,Yes,550,22,Monday,None
23-08-2022,1,No,100,27,Tuesday,None
23-08-2022,2,Yes,150,27,Tuesday,None
23-08-2022,3,No,200,11,Tuesday,None
23-08-2022,4,Yes,250,27,Tuesday,None
23-08-2022,5,No,300,27,Tuesday,None
23-08-2022,6,Yes,350,3,Tuesday,None
23-08-2022,7,No,400,3,Tuesday,None
23-08-2022,8,Yes,450,28,Tuesday,None
23-08-2022,9,No,500,18,Tuesday,None
23-08-2022,10,Yes,550,16,Tuesday,None
24-08-2022,1,No,100,17,Wednesday,None
24-08-2022,2,Yes,150,10,Wednesday,None
24-08-2022,3,No,200,15,Wednesday,None
24-08-2022,4,Yes,250,11,Wednesday,None
24-08-2022,5,No,300,20,Wednesday,None
24-08-2022,6,Yes,350,6,Wednesday,None
24-08-2022,7,No,400,3,Wednesday,None
24-08-2022,8,Yes,450,17,Wednesday,None
24-08-2022,9,No,500,29,Wednesday,None
24-08-2022,10,Yes,550,23,Wednesday,None
25-08-2022,1,No,100,18,Thursday,None
25-08-2022,2,Yes,150,19,Thursday,None
25-08-2022,3,No,200,21,Thursday,None
25-08-2022,4,Yes,250,28,Thursday,None
25-08-2022,5,No,300,27,Thursday,None
25-08-2022,6,Yes,350,5,Thursday,None
25-08-2022,7,No,400,4,Thursday,None
25-08-2022,8,Yes,450,5,Thursday,None
25-08-2022,9,No,500,4,Thursday,None
25-08-2022,10,Yes,550,26,Thursday,None
26-08-2022,1,No,100,24,Friday,None
